Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
EH6 7EL,Yes,55.972753,-3.166902,327270,676143,NT272761,Leith,,1980-01-01,,9,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7EN,Yes,55.971883,-3.167709,327218,676047,NT272760,Leith,,1996-06-01,,9,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7EP,No,55.972753,-3.166902,327270,676143,NT272761,Leith,,1980-01-01,2013-11-01,9,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7EQ,Yes,55.971282,-3.169501,327105,675982,NT271759,Leith,,1980-01-01,,13,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7ER,No,55.972536,-3.167056,327260,676119,NT272761,Leith,,1980-01-01,1996-12-01,8,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7ES,No,55.972376,-3.164968,327390,676099,NT273760,Leith,,1973-08-01,1991-11-01,10,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008792,South Leith - 01,S01014841,South Leith - 01
EH6 7ET,No,55.973267,-3.166677,327285,676200,NT272762,Leith,,1980-01-01,2018-05-01,10,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7EU,Yes,55.973257,-3.167782,327216,676200,NT272762,Leith,,1980-01-01,,11,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7EW,No,55.972852,-3.166841,327274,676154,NT272761,Leith,,2000-06-01,2004-05-01,9,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7EX,Yes,55.973368,-3.167449,327237,676212,NT272762,Leith,,1980-01-01,,11,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7EY,Yes,55.973504,-3.166380,327304,676226,NT273762,Leith,,1980-01-01,,9,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7EZ,Yes,55.973169,-3.164655,327411,676187,NT274761,Leith,,1980-01-01,,8,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008792,South Leith - 01,S01014841,South Leith - 01
EH6 7FA,Yes,55.975037,-3.161010,327642,676391,NT276763,Leith,,2022-02-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014816,The Shore and Constitution Street - 04
EH6 7FB,Yes,55.975733,-3.163418,327493,676471,NT274764,Leith,,2020-11-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014816,The Shore and Constitution Street - 04
EH6 7FD,Yes,55.975410,-3.162367,327558,676434,NT275764,Leith,,2023-11-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014816,The Shore and Constitution Street - 04
EH6 7FE,Yes,55.975184,-3.161591,327606,676408,NT276764,Leith,,2023-04-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014816,The Shore and Constitution Street - 04
EH6 7FF,Yes,55.971528,-3.156755,327901,675996,NT279759,Leith,,2022-08-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FG,Yes,55.972966,-3.160499,327670,676160,NT276761,Leith,,2021-10-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014817,Western Harbour and Leith Docks - 01
EH6 7FH,Yes,55.972966,-3.160499,327670,676160,NT276761,Leith,,2020-04-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014817,Western Harbour and Leith Docks - 01
EH6 7FJ,Yes,55.972597,-3.159639,327723,676118,NT277761,Leith,,2021-10-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FL,Yes,55.971700,-3.156616,327910,676015,NT279760,Leith,,2022-06-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FN,Yes,55.971899,-3.156477,327919,676037,NT279760,Leith,,2022-07-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FP,Yes,55.971850,-3.155963,327951,676031,NT279760,Leith,,2022-10-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FQ,Yes,55.971632,-3.156133,327940,676007,NT279760,Leith,,2020-07-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FR,Yes,55.971540,-3.155489,327980,675996,NT279759,Leith,,2022-10-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FS,Yes,55.971249,-3.154888,328017,675963,NT280759,Leith,,2023-01-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FT,Yes,55.971439,-3.154765,328025,675984,NT280759,Leith,,2022-12-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FU,Yes,55.972466,-3.159234,327748,676103,NT277761,Leith,,2021-08-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FW,Yes,55.971821,-3.157100,327880,676029,NT278760,Leith,,2023-02-01,,5,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FX,Yes,55.972016,-3.157394,327862,676051,NT278760,Leith,,2022-08-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7FY,Yes,55.975533,-3.161778,327595,676447,NT275764,Leith,,2025-10-01,,8,Scotland,2026-05-29,Within the building of the matched address by visual inspection of Landline maps,S01008781,The Shore and Constitution Street - 04,S01014816,The Shore and Constitution Street - 04
EH6 7FZ,Yes,55.973975,-3.164984,327392,676277,NT273762,Leith,,2023-08-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7GA,Yes,55.973423,-3.161570,327604,676212,NT276762,Leith,,2020-07-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014817,Western Harbour and Leith Docks - 01
EH6 7GB,Yes,55.973448,-3.160834,327650,676214,NT276762,Leith,,2019-05-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014817,Western Harbour and Leith Docks - 01
EH6 7GD,Yes,55.972982,-3.159810,327713,676161,NT277761,Leith,,2020-04-01,,5,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
EH6 7GE,Yes,55.973094,-3.161192,327627,676175,NT276761,Leith,,2021-09-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014817,Western Harbour and Leith Docks - 01
EH6 7GF,Yes,55.972948,-3.160482,327671,676158,NT276761,Leith,,2021-02-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014817,Western Harbour and Leith Docks - 01
EH6 7GG,Yes,55.973354,-3.160286,327684,676203,NT276762,Leith,,2019-07-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014817,Western Harbour and Leith Docks - 01
EH6 7HA,No,55.973015,-3.163865,327460,676169,NT274761,Leith,,1994-02-01,1995-02-01,9,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008792,South Leith - 01,S01014841,South Leith - 01
EH6 7HB,Yes,55.972229,-3.154837,328022,676072,NT280760,Leith,,1999-12-01,,6,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014816,Western Harbour and Leith Docks - 01
EH6 7HD,Yes,55.973868,-3.162994,327516,676263,NT275762,Leith,,1982-12-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HE,No,55.972795,-3.163346,327492,676144,NT274761,Leith,,2003-07-01,2005-08-01,11,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008792,South Leith - 01,S01014841,South Leith - 01
EH6 7HF,Yes,55.973793,-3.163376,327492,676255,NT274762,Leith,,1980-01-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HG,Yes,55.973375,-3.164806,327402,676210,NT274762,Leith,,1986-09-01,,8,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7HH,Yes,55.973697,-3.163950,327456,676245,NT274762,Leith,,2003-03-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HJ,Yes,55.974093,-3.164827,327402,676290,NT274762,Leith,,2008-01-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008780,The Shore and Constitution Street - 03,S01014832,The Shore and Constitution Street - 03
EH6 7HL,Yes,55.974404,-3.164244,327439,676324,NT274763,Leith,,1980-01-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008780,The Shore and Constitution Street - 03,S01014832,The Shore and Constitution Street - 03
EH6 7HN,Yes,55.974174,-3.162025,327577,676296,NT275762,Leith,,2000-12-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HP,Yes,55.974859,-3.163664,327476,676374,NT274763,Leith,,1980-01-01,,8,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HQ,Yes,55.973710,-3.162652,327537,676245,NT275762,Leith,,2013-04-01,,8,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HR,Yes,55.975164,-3.163722,327473,676408,NT274764,Leith,,1980-01-01,,8,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HS,Yes,55.973876,-3.162113,327571,676263,NT275762,Leith,,2013-04-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HT,No,55.973599,-3.166719,327283,676237,NT272762,Leith,,1980-01-01,2025-04-01,9,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7HU,No,55.973440,-3.166442,327300,676219,NT272762,Leith,,1973-08-01,1992-07-01,9,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7HW,Yes,55.974095,-3.163706,327472,676289,NT274762,Leith,,1980-01-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HX,No,55.973440,-3.166442,327300,676219,NT272762,Leith,,1973-08-01,1994-12-01,9,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7HY,Yes,55.974791,-3.163310,327498,676366,NT274763,Leith,,2010-01-01,,8,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7HZ,Yes,55.974808,-3.162397,327555,676367,NT275763,Leith,,2009-05-01,,8,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014816,The Shore and Constitution Street - 04
EH6 7JA,No,55.972536,-3.167056,327260,676119,NT272761,Leith,,1980-01-01,1997-06-01,8,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7JB,Yes,55.974440,-3.161392,327617,676325,NT276763,Leith,,2009-05-01,,7,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7JD,No,55.971652,-3.169304,327118,676023,NT271760,Leith,,1980-01-01,2000-06-01,12,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008785,Great Junction Street - 01,S01014836,Great Junction Street - 01
EH6 7JE,Yes,55.974351,-3.163232,327502,676317,NT275763,Leith,,2006-02-01,,8,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008781,The Shore and Constitution Street - 04,S01014831,The Shore and Constitution Street - 04
EH6 7JF,No,55.973592,-3.166543,327294,676236,NT272762,Leith,,1981-07-01,2003-04-01,9,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008782,The Shore and Constitution Street - 05,S01014833,The Shore and Constitution Street - 05
EH6 7JG,Yes,55.971830,-3.160914,327642,676034,NT276760,Leith,,1980-01-01,,8,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008768,Western Harbour and Leith Docks - 01,S01014815,Western Harbour and Leith Docks - 01
